min_score,max_rent,rent,apt_score
1,628,0,Null
1,629,0,Null
1,630,0,Null
1,631,0,Null
2,631,0,Null
1,631,0,Null
1,631,0,Null
3,632,0,Null
5,632,0,Null
2,633,0,Null
3,633,0,Null
1,633,0,Null
1,633,0,Null
1,634,0,Null
1,634,0,Null
3,634,0,Null
3,634,0,Null
4,634,0,Null
1,635,0,Null
5,635,0,Null
5,635,0,Null
1,635,0,Null
1,636,0,Null
5,636,0,Null
2,636,0,Null
3,636,0,Null
3,636,0,Null
1,637,0,Null
1,637,0,Null
1,638,0,Null
3,638,0,Null
2,638,0,Null
3,639,0,Null
5,639,0,Null
1,639,0,Null
2,639,0,Null
1,639,0,Null
2,640,0,Null
3,640,0,Null
1,640,0,Null
1,640,0,Null
1,641,0,Null
1,641,0,Null
3,641,0,Null
1,642,0,Null
3,643,0,Null
1,644,0,Null
4,644,0,Null
1,645,0,Null
3,645,0,Null
1,645,0,Null
1,646,0,Null
1,646,0,Null
1,647,0,Null
1,647,0,Null
1,647,0,Null
1,648,0,Null
5,648,0,Null
1,648,0,Null
1,648,0,Null
2,649,0,Null
2,649,0,Null
3,649,0,Null
2,649,0,Null
5,650,0,Null
2,650,0,Null
2,650,0,Null
1,650,0,Null
3,650,0,Null
1,651,0,Null
1,651,0,Null
5,652,0,Null
2,652,0,Null
4,653,0,Null
4,653,0,Null
2,654,0,Null
3,654,0,Null
2,654,0,Null
3,655,0,Null
4,655,0,Null
3,656,0,Null
1,657,0,Null
1,657,0,Null
4,658,0,Null
3,658,0,Null
3,658,0,Null
5,658,0,Null
3,659,0,Null
1,659,0,Null
1,659,0,Null
1,659,0,Null
1,659,0,Null
5,659,0,Null
1,660,0,Null
3,660,0,Null
3,660,0,Null
1,660,0,Null
2,660,0,Null
5,661,0,Null
2,661,0,Null
1,662,0,Null
5,662,0,Null
3,662,0,Null
5,663,0,Null
1,663,0,Null
1,663,0,Null
1,663,0,Null
5,664,0,Null
3,665,0,Null
5,665,0,Null
3,665,0,Null
1,665,0,Null
1,665,0,Null
3,666,0,Null
1,666,0,Null
3,666,0,Null
2,666,0,Null
1,667,0,Null
2,668,0,Null
1,668,0,Null
4,668,0,Null
1,668,0,Null
1,669,0,Null
2,670,0,Null
3,670,0,Null
2,670,0,Null
1,671,0,Null
4,671,0,Null
5,672,0,Null
1,672,0,Null
2,673,0,Null
3,674,0,Null
2,674,0,Null
4,674,0,Null
1,675,0,Null
3,676,0,Null
3,676,0,Null
2,676,0,Null
5,676,0,Null
1,677,0,Null
1,677,0,Null
5,678,0,Null
3,678,0,Null
4,678,0,Null
5,678,0,Null
1,679,0,Null
2,679,0,Null
1,679,0,Null
1,679,0,Null
2,680,0,Null
3,680,0,Null
3,681,0,Null
1,681,0,Null
2,681,0,Null
